Store,Climate,VSG,Product,Store_Group,Space,Sales,Scaled_Alpha_Sales,Scaled_Shift_Sales,Scaled_Beta_Sales,Scaled_BP_Sales,Units,Scaled_Alpha_Units,Scaled_Shift_Units,Scaled_Beta_Units,Scaled_BP_Units,Profit,Scaled_Alpha_Profit,Scaled_Shift_Profit,Scaled_Beta_Profit,Scaled_BP_Profit,Lower_Limit,Upper_Limit,Recommended_Space
10,COLD,ST,CAPRIS,COLD-NA,0.544818113,229.36,355.0911414,0,0.587910854,0,10,16.40987338,0,0.63460875,0,118.588,173.7235396,0,0.544890925,0,0,2.75,0.544818113
10,COLD,ST,CAREER LONG BTMS,COLD-High,2.164608609,2022.5,2456.659416,0,1.602345881,0,87,108.1546384,0,1.672545197,0,979.836,1172.579356,0,1.556706631,1.54899568,1,4.25,2.164608609
10,COLD,ST,DENIM LONG BTMS,COLD-High,1.007293115,862.73,1345.44784,0,1.097633859,0,40,62.54877663,0,1.101571672,0,319.708,557.5412777,0,1.266930408,0,0,4,1.007293115
10,COLD,ST,DRESSES,COLD-Low,1.016317017,839.5,839.5,0,0,0,37,37,0,0,0,408.717,408.717,0.162203826,0.103,0.162203826,0.5,4.5,1.016317017
10,COLD,ST,JACKETS,COLD-Low,0.637313113,587.56,603.1729418,0,0.286055207,0,22,22.8915664,0,0.308664699,0,209.564,212.0682283,0,0.253121695,0,0,1.5,0.637313113
10,COLD,ST,KNIT BOTTOMS,COLD-High,10.20941767,403.76,532.0761453,2.0889,6.928242024,8.363497518,42,57.38896302,2.629533179,6.8452,8.027416306,155.95,208.1856702,1.3561,7.710980893,8.363497518,6.75,14.75,10.20941767
10,COLD,ST,KNIT TOPS,COLD-High,10.20941767,8653.09,10698.36242,0,7.810694904,5.28571923,820,967.147067,0,7.129510689,5.159899006,4477.35,5415.127606,0,7.495543766,5.232266979,6.75,20.25,10.20941767
10,COLD,ST,SKIRTS,COLD-High,3.309516237,677.68,680.6387,0.760557933,0.8938,1.873772432,36,36.14200841,0.735443281,0.8926,1.700901484,419.604,421.2033559,0.763,0.879764571,1.892931247,1.25,6,3.309516237
10,COLD,ST,SWEATERS,COLD-High,3.309516237,3480.73,3480.738837,1.364943368,0.4133,1.775021222,189,189.0010488,1.35925594,0.4293,1.764286143,1687.742,1687.742658,0.934950904,0.468,1.41749503,1.25,6,3.309516237
10,COLD,ST,WOVEN TOPS,COLD-High,4.800716122,4641.96,5677.335144,0.427924345,3.2792,2.387899309,307,366.5026853,0.489088654,3.0859,2.367127033,2444.63,3053.036274,0.464430954,3.3782,2.451044037,1.5,7.5,4.800716122
1002,COLD,ST,CAPRIS,MILD-NA,0.559733457,350.63,767.7466568,0,0.920870891,0,14,27.51217356,0,0.812968461,0,194.01,413.647394,0,0.893408218,0,0,2.75,0.559733457
1002,COLD,ST,CAREER LONG BTMS,MILD-NA,2.372954515,841.1,1764.440793,0.1663,3.457302311,1.204926192,36,72.77085798,0.1663,3.312403088,1.204926192,411.325,889.1267035,0.1663,3.577730155,1.204926192,1,4.5,2.372954515
1002,COLD,ST,DENIM LONG BTMS,MILD-NA,1.494724838,394.41,446.5074847,0,0.952738484,0,17,18.49026894,0,0.85548265,0,163.167,216.5981379,0,1.290287702,0,0.25,4.25,1.494724838
1002,COLD,ST,DRESSES,MILD-NA,0.939721522,878.67,1213.471133,0,0.862471982,0,31,45.88823601,0,0.953680144,0,519.439,698.220121,0,0.827386865,0,0.5,4.5,0.939721522
1002,COLD,ST,JACKETS,MILD-NA,0.742632277,778,1061.83279,0,0.66946561,0,25,35.33972625,0,0.705604379,0,336.194,443.1082479,0,0.633760301,0,0,1.5,0.742632277
1002,COLD,ST,KNIT BOTTOMS,MILD-NA,10.96131548,140.62,394.8057929,3.9201,15.22893772,7.567101324,13,38.1316117,4.1268,15.49109652,7.567101324,66.072,173.6914039,3.8199,14.38596056,7.567101324,7,15.25,10.96131548
1002,COLD,ST,KNIT TOPS,MILD-NA,10.96131548,4165.26,6167.001137,4.0437,7.022451786,7.569761811,364,544.1091982,4.1483,7.008783682,7.569761811,2287.893,3348.227346,3.8126,7.139485797,7.569761811,7,20.25,10.96131548
1002,COLD,ST,SKIRTS,MILD-NA,3.37732131,727.07,769.2817489,0,1.759121151,0,33,34.91899751,0,1.759730536,0,484.713,508.2522182,0,1.69500008,0,1.25,6,3.37732131
1002,COLD,ST,SWEATERS,MILD-NA,3.37732131,1520.71,2391.644449,0.5544,3.110752485,1.615196724,69,110.6441356,0.5544,3.191228414,1.615196724,892.107,1344.923319,0.443237684,3.054,1.446321004,1.25,6,3.37732131
1002,COLD,ST,WOVEN TOPS,MILD-NA,3.331596605,1935.53,3526.36117,0.7973,3.36318743,2.012831797,121,224.1316852,0.7246,3.529558594,2.012831797,1115.174,2045.171013,0.779217433,3.4143,1.985885872,1.5,7.75,3.331596605
1003,COLD,ST,CAPRIS,MILD-NA,0.666919625,245.08,612.1018791,0,1.270413409,0,9,20.50262741,0,1.147271137,0,146.064,339.5476635,0,1.173523553,0,0,2.75,0.666919625
1003,COLD,ST,CAREER LONG BTMS,MILD-NA,2.156111918,1119.9,2158.836231,0.1663,2.825248379,1.204926192,44,85.52171798,0.1663,2.85291335,1.204926192,597.269,1133.168409,0.1663,2.772352405,1.204926192,1,4.5,2.156111918
1003,COLD,ST,DENIM LONG BTMS,MILD-NA,1.126701861,1097.69,1229.724772,0,0.699758098,0,42,46.28501896,0,0.669879205,0,513.229,615.9941362,0,0.814993198,0,0.25,4.25,1.126701861
1003,COLD,ST,DRESSES,MILD-NA,1.00744094,1261.9,1557.697596,0,0.768515338,0,46,59.34497238,0,0.830073468,0,732.23,889.3559247,0,0.745662969,0,0.5,4.5,1.00744094
1003,COLD,ST,JACKETS,MILD-NA,0.513135806,872.99,1360.249108,0,0.558499816,0,25,42.23899573,0,0.620336732,0,422.916,614.1992483,0,0.506943393,0,0,1.75,0.513135806
1003,COLD,ST,KNIT BOTTOMS,MILD-NA,11.49455589,549.44,784.9197673,1.739950782,9.4118,4.307016702,49,72.32829,2.094953745,9.5016,4.602323625,259.551,359.1977267,1.277729672,9.4065,3.748604691,7,15.25,11.49455589
1003,COLD,ST,KNIT TOPS,MILD-NA,11.49455589,4818.66,6585.173007,4.038543426,6.7348,7.559838938,428,586.6225673,4.1483,6.665431678,7.569761811,2520.803,3460.776971,3.8126,6.987613926,7.569761811,7,20.25,11.49455589
1003,COLD,ST,SKIRTS,MILD-NA,3.08195328,712.97,772.1516956,0,1.740732389,0,32,34.70513581,0,1.748399162,0,468.789,502.4843856,0,1.682943038,0,1.25,6,3.08195328
1003,COLD,ST,SWEATERS,MILD-NA,3.08195328,1403.47,2404.549927,0.5544,3.10965076,1.615196724,70,118.1630635,0.5544,3.052130598,1.615196724,739.953,1259.770521,0.5544,3.085104494,1.615196724,1.25,6,3.08195328
1003,COLD,ST,WOVEN TOPS,MILD-NA,3.733180678,2406.37,3746.841521,0.723747508,3.2724,1.89848974,155,242.4644054,0.63709634,3.3875,1.87587305,1364.457,2156.205102,0.654370904,3.4143,1.796461378,1.75,7.75,3.733180678
1004,COLD,ST,CAPRIS,MILD-NA,0.81047619,764.27,1069.462742,0,0.758636014,0,31,40.09997948,0,0.670757974,0,408.952,570.1208464,0,0.754429148,0,0,2.75,0.81047619
1004,COLD,ST,CAREER LONG BTMS,MILD-NA,2.519047619,2106.43,2956.509299,0,2.368505221,0.772869282,88,121.767497,0,2.318755345,0.765140262,1031.799,1472.696293,0,2.427385372,0.78994886,1,4.5,2.519047619
1004,COLD,ST,DENIM LONG BTMS,MILD-NA,1.52375,547.84,595.8849366,0,0.872182267,0,27,28.35891984,0,0.770313958,0,187.578,238.0783039,0,1.221181428,0,0,4.25,1.52375
1004,COLD,ST,DRESSES,MILD-NA,0.811845238,1247.05,1664.609255,0,0.706998208,0,45,63.1064488,0,0.762364367,0,718.311,943.3353152,0,0.688797749,0,0.5,4.5,0.811845238
1004,COLD,ST,JACKETS,MILD-NA,0.59827381,1034.07,1437.590585,0,0.554591167,0,31,45.41899544,0,0.598466304,0,504.72,660.9232845,0,0.505221161,0,0,1.5,0.59827381
1004,COLD,ST,KNIT BOTTOMS,MILD-NA,10.73744048,199.98,462.2622362,3.9201,11.92047106,7.567101324,16,41.91101595,4.1268,13.26510935,7.567101324,94.294,205.3657728,3.8199,11.31185091,7.567101324,7,15,10.73744048
1004,COLD,ST,KNIT TOPS,MILD-NA,10.73744048,5677.01,7783.442518,3.318296901,6.7348,6.257864811,536,725.6811498,3.290322863,6.6307,6.039673756,2967.635,4081.422474,3.090081918,6.9748,6.242284299,7,20.25,10.73744048
1004,COLD,ST,SKIRTS,MILD-NA,3.298035714,562.13,608.4484222,0,1.859490452,0,27,29.10885759,0,1.836019076,0,360.171,386.1490675,0,1.802368456,0,1.25,6,3.298035714
1004,COLD,ST,SWEATERS,MILD-NA,3.298035714,1800.29,2705.061643,0.368732527,3.0351,1.334811382,89,132.3357572,0.411179023,2.9481,1.395016758,952.06,1422.303231,0.326909308,3.054,1.273583062,1.25,6,3.298035714
1004,COLD,ST,WOVEN TOPS,MILD-NA,3.391130952,2952.23,4504.334259,0.298208417,3.2724,1.268852879,195,295.7124249,0.16274644,3.3875,1.170958113,1585.832,2494.517127,0.293496605,3.4143,1.275981342,1.5,7.75,3.391130952
1005,COLD,ST,CAPRIS,MILD-NA,0.759711833,192.33,518.6624689,0,1.573292584,0,8,17.91054698,0,1.281632357,0,96.668,268.8904352,0,1.626758331,0,0,2.75,0.759711833
1005,COLD,ST,CAREER LONG BTMS,MILD-NA,2.152270999,1411.29,2452.346341,0.117722565,2.5476,1.12832176,61,102.6089773,0.075630393,2.4965,1.06076085,673.782,1210.745601,0.162881618,2.5961,1.199575059,1,4.5,2.152270999
1005,COLD,ST,DENIM LONG BTMS,MILD-NA,0.764137339,965.71,1244.076274,0,0.628088352,0,42,51.92997717,0,0.584657585,0,406.436,582.1985582,0,0.740171211,0,0.25,4.25,0.764137339
1005,COLD,ST,DRESSES,MILD-NA,1.560728387,1271.67,1361.038943,0,0.84788921,0,50,54.67106033,0,0.9074203,0,691.783,736.7692912,0,0.833246606,0,0.5,4.5,1.560728387
1005,COLD,ST,JACKETS,MILD-NA,0.463202943,1288.7,1829.474589,0,0.442859302,0,43,62.0303099,0,0.453240839,0,574.588,788.4849883,0,0.421044205,0,0,1.75,0.463202943
1005,COLD,ST,KNIT BOTTOMS,MILD-NA,11.13014715,87.2,335.3743368,3.9201,21.72591588,7.567101324,4,28.55248871,4.1268,39.68073338,7.567101324,51.929,156.9857006,3.8199,17.11080554,7.567101324,7,15.5,11.13014715
1005,COLD,ST,KNIT TOPS,MILD-NA,11.13014715,4568.8,6493.914453,4.0437,6.787273282,7.569761811,402,575.1065589,4.1483,6.750355695,7.569761811,2503.957,3525.124825,3.745104396,6.9748,7.44001083,7,20.25,11.13014715
1005,COLD,ST,SKIRTS,MILD-NA,3.481397915,464.64,501.9192216,0,1.950444027,0,21,22.69133817,0,1.952217187,0,303.154,323.7826405,0,1.877580007,0,1.25,6,3.481397915
1005,COLD,ST,SWEATERS,MILD-NA,3.481397915,1169.4,1997.150283,0.5544,3.586742567,1.615196724,60,99.48886615,0.5544,3.455155085,1.615196724,602.959,1033.526785,0.5544,3.603199022,1.615196724,1.25,6,3.481397915
1005,COLD,ST,WOVEN TOPS,MILD-NA,3.748403433,2405.29,3736.779673,0.729942434,3.2724,1.907987883,149,235.9009986,0.70130079,3.3875,1.976192896,1307.488,2094.253871,0.723719091,3.4143,1.900944099,1.75,8,3.748403433
1006,COLD,ST,CAPRIS,MILD-NA,0.83483447,430.1,725.4395856,0,1.007067357,0,18,26.72645076,0,0.850857821,0,226.204,382.2188256,0,1.009354684,0,0,3,0.83483447
1006,COLD,ST,CAREER LONG BTMS,MILD-NA,2.424279078,1595.95,2493.124957,0.091613351,2.5476,1.084811257,66,101.6974599,0.095993422,2.4965,1.090433398,811.59,1276.219044,0.067946984,2.5961,1.048772427,1.25,4.75,2.424279078
1006,COLD,ST,DENIM LONG BTMS,MILD-NA,2.960779308,1319.54,1319.742107,0,0.7820503,0,62,62.00254161,0,0.721821535,0,501.605,502.8270004,0,0.976545058,0,0.25,5,2.960779308
1006,COLD,ST,DRESSES,MILD-NA,0.864918595,1177.61,1559.371776,0,0.743677489,0,48,64.72276607,0,0.76525251,0,628.061,833.0381999,0,0.745636811,0,0.5,4.5,0.864918595
1006,COLD,ST,JACKETS,MILD-NA,1.066732934,806.22,916.7875483,0,0.687218746,0,27,31.25520879,0,0.715781497,0,328.123,366.6480535,0,0.658176945,0,0,2,1.066732934
1006,COLD,ST,KNIT BOTTOMS,MILD-NA,14.11446867,570.38,726.3108743,2.436542763,9.4118,5.216643689,44,59.61219256,3.454422573,9.5016,6.513754728,271.986,337.7920195,1.919186168,9.4065,4.550658079,8.75,19,14.11446867
1006,COLD,ST,KNIT TOPS,MILD-NA,14.11446867,6584.09,7470.85814,3.606387049,6.7348,6.677632857,579,657.6487808,3.79382915,6.6307,6.847450102,3531.37,4016.314944,3.29195504,6.9748,6.498980265,8.75,20.25,14.11446867
1006,COLD,ST,SKIRTS,MILD-NA,3.499786548,697.82,734.2793503,0,1.782931734,0,31,32.65354121,0,1.790605607,0,455.228,475.375001,0,1.724239467,0,1.5,6,3.499786548
1006,COLD,ST,SWEATERS,MILD-NA,3.499786548,2319.84,3140.10626,0.089832051,3.0351,0.918401547,111,150.1157803,0.183046787,2.9481,1.046720369,1264.912,1691.623086,0.003253994,3.054,0.795439313,1.5,6,3.499786548
1006,COLD,ST,WOVEN TOPS,MILD-NA,4.179186373,4012.98,5105.973459,0.113314384,3.2724,0.96677277,258,329.8984555,0.005714607,3.3875,0.906796927,2200.566,2854.357415,0.072436101,3.4143,0.928235419,2,8,4.179186373
1007,COLD,ST,CAPRIS,MILD-NA,0.820954598,372.31,673.2408315,0,1.079570709,0,15,23.93806696,0,0.922260903,0,202.292,361.2316737,0,1.063132047,0,0,2,0.820954598
1007,COLD,ST,CAREER LONG BTMS,MILD-NA,1.48798021,477.09,1920.189824,0.1663,4.174485151,1.204926192,20,78.22023487,0.1663,4.0523826,1.204926192,231.214,969.2886103,0.1663,4.353877146,1.204926192,0.5,3.25,1.48798021
1007,COLD,ST,DENIM LONG BTMS,MILD-NA,1.309422584,609.4,694.4825404,0,0.847898857,0,23,25.60361978,0,0.800029703,0,301.594,376.9177866,0,1.021387692,0,0,3,1.309422584
1007,COLD,ST,DRESSES,MILD-NA,1.167807916,945.71,1162.082637,0,0.8834161,0,39,49.13201059,0,0.923878554,0,524.647,638.0327431,0,0.866432446,0,0.25,3.25,1.167807916
1007,COLD,ST,JACKETS,MILD-NA,0.320172293,177.3,887.8471597,0,1.265731367,0,5,29.67186465,0,1.504634634,0,90.908,377.2960468,0,1.043847028,0,0,1.25,0.320172293
1007,COLD,ST,KNIT BOTTOMS,MILD-NA,7.84832596,304.15,682.5365939,2.28401985,9.4118,5.248241702,22,59.02469265,3.234668427,9.5016,6.325542876,153.768,314.4429954,1.665358434,9.4065,4.498024836,5,10.75,7.84832596
1007,COLD,ST,KNIT TOPS,MILD-NA,7.84832596,3835.9,7598.816166,3.254752821,6.7348,6.270645838,332,673.5437452,3.449626448,6.6307,6.426073155,2062.944,4017.167129,2.994301042,6.9748,6.200595926,5,14.75,7.84832596
1007,COLD,ST,SKIRTS,MILD-NA,1.682956927,650.84,870.8666378,0,1.471205711,0,31,41.25946726,0,1.458852592,0,433.25,568.4220566,0,1.425633221,0,0.75,4.25,1.682956927
1007,COLD,ST,SWEATERS,MILD-NA,1.682956927,267.54,2022.679333,0.5544,6.776382673,1.615196724,14,100.3992076,0.5544,6.424462033,1.615196724,110.592,1017.634937,0.5544,8.260043273,1.615196724,0.75,4.25,1.682956927
1007,COLD,ST,WOVEN TOPS,MILD-NA,2.819979045,1495.16,3440.810821,0.7973,3.519255424,2.012831797,104,229.2424484,0.7246,3.473392372,2.012831797,760.51,1884.746182,0.7973,3.820327214,2.012831797,1,5.5,2.819979045
1008,COLD,ST,CAPRIS,COLD-NA,0.52145449,151.45,285.9976663,0,0.722489607,0,6,12.81624483,0,0.834069122,0,81.953,141.2941047,0,0.646604097,0,0,2,0.52145449
1008,COLD,ST,CAREER LONG BTMS,COLD-Low,1.66650404,653.25,993.5547464,0.0855,1.66559471,1.178448115,28,45.14727319,0.0855,1.800173285,1.178448115,306.085,462.321187,0.0792,1.656467872,1.178448115,0.75,3.25,1.66650404
1008,COLD,ST,DENIM LONG BTMS,COLD-Low,0.491887483,195.08,256.3708508,0,0.417805599,0,9,11.95715532,0,0.425176638,0,73.7,73.7,0,0,0,0,3,0.491887483
1008,COLD,ST,DRESSES,COLD-High,1.634249123,1050.75,1055.933727,0,0.580976267,0,39,39.37341698,0,0.629987798,0,546.076,548.5784941,0,0.576159568,0,0.25,3.5,1.634249123
1008,COLD,ST,JACKETS,COLD-Low,0.335988718,348.48,473.4428455,0,0.30076453,0,11,16.19772248,0,0.338484656,0,162.55,198.9550841,0,0.25231365,0,0,1.25,0.335988718
1008,COLD,ST,KNIT BOTTOMS,COLD-Low,8.144366519,108.46,191.3279969,1.5945,8.355874017,7.418745004,12,20.2628685,1.7194,7.761495746,7.418745004,40.168,70.5687422,1.3115,8.67302141,7.418745004,5,11.25,8.144366519
1008,COLD,ST,KNIT TOPS,COLD-Low,8.144366519,1800.42,3877.61311,4.5792,5.756342648,7.368539214,165,380.8166734,4.9257,5.618318989,7.368539214,896.103,1904.238,4.6456,5.563337917,7.368539214,5,15.25,8.144366519
1008,COLD,ST,SKIRTS,COLD-Low,2.252468364,336.58,401.7132718,0,1.611306117,1.551516344,15,17.94146897,0.0532,1.580030342,1.818988632,225.832,266.4554694,0,1.574161506,0,0.75,4.5,2.252468364
1008,COLD,ST,SWEATERS,COLD-Low,2.252468364,749.85,1577.072508,0.6943,2.448497059,1.76571967,38,82.4032996,0.6943,2.53547152,1.76571967,364.925,788.613766,0.6943,2.525536592,1.76571967,0.75,4.5,2.252468364
1008,COLD,ST,WOVEN TOPS,COLD-Low,2.583081262,790.76,1839.882625,0.9101,2.946739837,2.093252892,53,121.4307494,0.7918,3.101272841,2.093252892,413.61,951.1103894,0.8771,2.965688744,2.093252892,1.25,5.75,2.583081262
1009,COLD,ST,CAPRIS,HOT & SH-NA,1.00161516,543.45,1372.483358,0,1.931378635,0,22,66.30957553,0,2.337010177,0,298.05,666.7934022,0,1.68833606,0,0,2.75,1.00161516
1009,COLD,ST,CAREER LONG BTMS,HOT & SH-NA,1.857671858,1523.17,3130.699915,0,2.84291353,0,60,126.2991082,0,2.922001357,0,808.372,1572.34138,0,2.665711788,0,0.75,4.25,1.857671858
1009,COLD,ST,DENIM LONG BTMS,HOT & SH-NA,1.148614795,586.46,1504.393843,0,2.252924275,0,21,60.97160441,0,2.575210664,0,305.751,710.67034,0,2.020825833,0,0,4,1.148614795
1009,COLD,ST,DRESSES,HOT & SH-NA,1.053497384,811.37,1251.610753,0,1.131307808,0,28,48.00599497,0,1.297265456,0,485.021,671.4687016,0,0.970459933,0,0.5,4.5,1.053497384
1009,COLD,ST,JACKETS,HOT & SH-NA,0.312734518,682.51,1375.989021,0,0.468003297,0,22,46.20444969,0,0.490630339,0,288.768,567.755573,0,0.454486729,0,0,1.5,0.312734518
1009,COLD,ST,KNIT BOTTOMS,HOT & SH-NA,10.46435637,236.44,509.4256622,2.9597,12.12244527,6.592202831,22,53.32214419,3.5943,12.6616424,6.592202831,111.777,191.3782921,2.2398,10.11020584,6.592202831,6.75,14.75,10.46435637
1009,COLD,ST,KNIT TOPS,HOT & SH-NA,10.46435637,3442.59,6852.677855,3.0548,10.92491007,6.594164734,278,552.7256604,3.3394,10.49087329,6.594164734,1898.825,3814.429883,2.1747,12.35357539,6.594164734,6.75,20.25,10.46435637
1009,COLD,ST,SKIRTS,HOT & SH-NA,3.342079937,673.33,811.8161645,0.0058,2.434678137,1.271054308,30,36.17200145,0.0115,2.430752515,1.271054308,457.798,545.9813303,0,2.387200725,0,1.25,6,3.342079937
1009,COLD,ST,SWEATERS,HOT & SH-NA,3.342079937,1533.34,2432.891717,0.0977,3.617126849,1.271054308,78,125.4793984,0.0977,3.683121848,1.271054308,773.647,1269.013543,0.0977,3.777046799,1.271054308,1.25,6,3.342079937
1009,COLD,ST,WOVEN TOPS,HOT & SH-NA,4.188048424,1642.98,3837.470718,0.2632,6.942747281,1.655653496,103,247.3140716,0.2142,7.248342892,1.655653496,904.773,2035.623641,0.2487,6.682599304,1.655653496,1.5,7.5,4.188048424
101,COLD,ST,CAPRIS,COLD-NA,0.535320906,256.35,385.6175601,0,0.555514699,0,12,18.57313778,0,0.577451609,0,116.959,173.7789244,0,0.546111012,0,0,2.75,0.535320906
101,COLD,ST,CAREER LONG BTMS,COLD-Low,2.217423358,1385.08,1563.893756,0,1.404332002,0.756559763,64,73.66918546,0,1.469284976,0.701358908,601.502,682.1230146,0,1.419232234,0.858276849,1,4.5,2.217423358
101,COLD,ST,DENIM LONG BTMS,COLD-High,1.273290645,991.48,1309.555225,0,1.090334035,0,52,67.27470196,0,1.054054113,0,318.717,483.3847103,0,1.336268067,0,0.25,4.25,1.273290645
101,COLD,ST,DRESSES,COLD-Low,0.953503758,784.76,784.76,0,0,0,31,31,0.264408553,0.0831,0.264408553,427.597,427.597,NA,NA,NA,0.5,4.5,0.953503758
101,COLD,ST,JACKETS,COLD-High,0.521264339,940.14,1498.788266,0,0.584793234,0,35,55.10183786,0,0.575198949,0,338.58,559.3001929,0,0.612359247,0,0,1.5,0.521264339
101,COLD,ST,KNIT BOTTOMS,COLD-High,10.92898042,884.57,991.00695,0.137464096,6.7029,3.397895135,74,86.95304561,1.050032504,6.8452,4.405067813,396.834,440.5671645,0,6.629955283,3.209569744,7,15,10.92898042
101,COLD,ST,KNIT TOPS,COLD-High,10.92898042,6343.25,8100.166065,1.178004243,7.8967,8.748051062,623,748.0176361,0.135628384,7.8129,8.006417623,3069.828,3871.64527,0.897,7.951916425,9.097385832,7,20.25,10.92898042
101,COLD,ST,SKIRTS,COLD-High,3.285722409,638.2,641.4158694,0.763,0.898997075,1.892931247,34,34.15438354,0.751294234,0.8926,1.805719591,393.327,395.0705243,0.763,0.886095383,1.892931247,1.25,6,3.285722409
101,COLD,ST,SWEATERS,COLD-High,3.285722409,3127.17,3127.181648,1.373722125,0.4133,1.854887108,168,168.0013558,1.369621131,0.4293,1.849520786,1560.638,1560.638856,0.941690222,0.468,1.48497344,1.25,6,3.285722409
101,COLD,ST,WOVEN TOPS,COLD-High,3.974494165,3263.93,4816.914685,0.729617097,3.2792,3.100548433,231,323.5644229,0.682559207,3.0859,2.851599941,1661.349,2556.30798,0.7887,3.40945907,3.19093299,1.5,7.75,3.974494165
1010,COLD,ST,CAPRIS,MILD-NA,0.817253949,280.33,582.7619988,0,1.267169394,0,10,18.99503773,0,1.140269059,0,158.156,317.8808802,0,1.218668788,0,0,2.75,0.817253949
1010,COLD,ST,CAREER LONG BTMS,MILD-NA,1.940380721,1463.43,2625.249968,0,2.526918161,0.933169818,60,106.5859737,0.000242127,2.4965,0.9467627,742.509,1340.017935,0,2.545514586,0.913851786,1,4.5,1.940380721
1010,COLD,ST,DENIM LONG BTMS,MILD-NA,0.747158094,451.11,738.2221424,0,0.867204577,0,21,31.28022733,0,0.76487414,0,167.088,346.8691391,0,1.1566395,0,0.25,4.25,0.747158094
1010,COLD,ST,DRESSES,MILD-NA,1.304738761,919.02,1081.105388,0,0.906198051,0,33,40.8622958,0,1.000962556,0,550.732,634.5824957,0,0.86651217,0,0.5,4.5,1.304738761
1010,COLD,ST,JACKETS,MILD-NA,0.473147023,503.9,1033.765029,0,0.722517294,0,13,31.66573715,0,0.876821128,0,254.532,463.8081388,0,0.628020067,0,0,1.5,0.473147023
1010,COLD,ST,KNIT BOTTOMS,MILD-NA,11.38739031,415.23,654.4028749,2.870017395,9.4118,5.966269279,34,57.68461243,3.568911026,9.5016,6.73427294,183.161,284.3813478,2.703828548,9.4065,5.846742359,7,15,11.38739031
1010,COLD,ST,KNIT TOPS,MILD-NA,11.38739031,5437.9,7250.093949,3.639273726,6.7348,6.811144787,482,644.7928253,3.799461698,6.6307,6.918608453,2856.078,3819.456366,3.401581513,6.9748,6.787122043,7,20.25,11.38739031
1010,COLD,ST,SKIRTS,MILD-NA,2.888267855,384.28,457.280387,0,2.053832216,0,18,21.34789262,0,2.039982861,0,254.844,296.9389375,0,1.96580091,0,1.25,6,2.888267855
1010,COLD,ST,SWEATERS,MILD-NA,2.888267855,1640.63,2733.038309,0.332262306,3.0351,1.288116541,83,135.7562156,0.346590047,2.9481,1.304735435,823.83,1390.625791,0.359085362,3.054,1.328053201,1.25,6,2.888267855
1010,COLD,ST,WOVEN TOPS,MILD-NA,4.035290941,1685.92,2855.20084,0.7973,3.926137138,2.012831797,104,180.7068934,0.7246,4.145260532,2.012831797,921.904,1618.381891,0.7973,4.106076157,2.012831797,1.5,7.75,4.035290941
1011,COLD,ST,CAPRIS,MILD-NA,0.777976879,335.81,654.4430742,0,1.118932278,0,14,23.61392468,0,0.938502351,0,182.254,350.4512039,0,1.101339554,0,0,2,0.777976879
1011,COLD,ST,CAREER LONG BTMS,MILD-NA,1.680231214,828.81,2148.690308,0.1663,3.003921933,1.204926192,30,83.11732734,0.1663,3.227948186,1.204926192,468.495,1145.060691,0.1663,2.816111388,1.204926192,0.75,3.25,1.680231214
1011,COLD,ST,DENIM LONG BTMS,MILD-NA,0.949479769,1150.82,1344.893764,0,0.650351437,0,48,54.62019574,0,0.612670761,0,488.057,623.3984189,0,0.769264724,0,0,3,0.949479769
1011,COLD,ST,DRESSES,MILD-NA,1.068786127,698.86,962.1622785,0,0.976345665,0,27,39.0431749,0,1.049410643,0,395.836,535.0024626,0,0.949103777,0,0.25,3.5,1.068786127
1011,COLD,ST,JACKETS,MILD-NA,0.479710983,181.69,704.4217505,0,1.457598327,0,6,24.42719878,0,1.53321289,0,76.215,282.4726732,0,1.390959561,0,0,1.25,0.479710983
1011,COLD,ST,KNIT BOTTOMS,MILD-NA,8.57265896,332.21,679.6419717,2.389364063,9.4118,5.366639332,29,63.07209575,2.752953615,9.5016,5.639040389,147.572,295.0057488,2.22460265,9.4065,5.250260739,5,11.25,8.57265896
1011,COLD,ST,KNIT TOPS,MILD-NA,8.57265896,4010.45,7307.420515,3.498342067,6.7348,6.643430834,325,623.7796459,3.878522917,6.6307,7.111310939,2209.914,3928.372962,3.156658173,6.9748,6.440955109,5,15.25,8.57265896
1011,COLD,ST,SKIRTS,MILD-NA,1.797052023,408.79,609.9038444,0,1.843841346,0,21,30.36565328,0,1.764369475,0,266.747,389.7009328,0,1.790372691,0,0.75,4.5,1.797052023
1011,COLD,ST,SWEATERS,MILD-NA,1.797052023,738.86,2425.304984,0.5544,3.173268594,1.615196724,33,115.8934607,0.5544,3.406330255,1.615196724,416.139,1287.952713,0.524454388,3.054,1.573653956,0.75,4.5,1.797052023
1011,COLD,ST,WOVEN TOPS,MILD-NA,2.284219653,1501.24,3856.854127,0.618606656,3.2724,1.758429737,96,246.7067344,0.560570737,3.3875,1.777096777,860.67,2207.546163,0.543278543,3.4143,1.657831013,1.25,5.75,2.284219653
1012,COLD,ST,CAPRIS,MILD-NA,0.709558755,259.26,607.2629521,0,1.259112287,0,11,21.75353833,0,1.038231716,0,132.453,316.0010232,0,1.285085719,0,0,2,0.709558755
1012,COLD,ST,CAREER LONG BTMS,MILD-NA,1.585756309,728.18,2107.965403,0.1663,3.172399642,1.204926192,32,87.59707834,0.1663,2.987482286,1.204926192,335.172,1041.653161,0.1663,3.421376734,1.204926192,0.75,3.25,1.585756309
